ADBE,거래소,기호,멕시코,부문,산업,소프트웨어와 프로그래밍,어도비 시스템즈,종목,테크놀로지
,나스닥,LILA,,서비스,통신 서비스,,,Liberty Latin America,
,나스닥,LILAK,,서비스,통신 서비스,,,Liberty Latin America C,
,뉴욕,UNF,,서비스,사업 서비스,,,Unifirst Corp,
,나스닥,HCSG,,서비스,사업 서비스,,,Healthcare Ser,
,뉴욕,AAN,,서비스,렌탈과 리스,,,Aarons,
,나스닥,TECD,,서비스,소매(기술제품),,,Tech Data Corp,
,나스닥,SBGI,,서비스,방송과 케이블 티브이,,,Sinclair Broad,
,뉴욕,TNET,,서비스,사업 서비스,,,Trinet Grou,
,나스닥,SBRA,,서비스,부동산 운용,,,Sabra,
,나스닥,AMCX,,서비스,영화,,,AMC Networks A,
,나스닥,SFM,,서비스,소매(식료잡화),,,Sprouts Farmers,
,뉴욕,TDS,,서비스,통신 서비스,,,Telephone and Data Systems Inc,
,뉴욕,PSB,,서비스,부동산 운용,,,PS Business,
,뉴욕,CLNS,,서비스,부동산 운용,,,Colony NorthStar,
,뉴욕,MANU,,서비스,여가 활동,,,Manchester United Plc,
,나스닥,NXST,,서비스,방송과 케이블 티브이,,,Nexstar,
,뉴욕,CVNA,,서비스,소매(전문),,,Carvana,
,뉴욕,MFA,,서비스,부동산 운용,,,MFA Financial Inc,
,나스닥,BBBY,,서비스,소매(전문),,,베드 배스 앤드 비욘드,
,뉴욕,KFY,,서비스,사업 서비스,,,Korn/Ferry Intl,
,뉴욕,EGP,,서비스,부동산 운용,,,EastGroup Prop,
,나스닥,UNIT,,서비스,렌탈과 리스,,,Uniti Group,
,뉴욕,NSP,,서비스,사업 서비스,,,Insperity Inc,
,뉴욕,BDN,,서비스,부동산 운용,,,Brandywine Realty Trust,
,뉴욕,ATGE,,서비스,학교,,,Adtalem Education,
,뉴욕,WWE,,서비스,영화,,,World Wrestling Entertainment,
,뉴욕,CLH,,서비스,폐기물 관리 서비스,,,Clean Harbors Inc,
,뉴욕,AMN,,서비스,사업 서비스,,,AMN Healthcare,
,나스닥,TTEK,,서비스,폐기물 관리 서비스,,,Tetra Tech,
,뉴욕,ESRT,,서비스,부동산 운용,,,Empire State Realty,
,뉴욕,DDR,,서비스,부동산 운용,,,DDR Corp,
,뉴욕,BID,,서비스,소매(전문),,,Sotheby's,
,뉴욕,CWH,,서비스,소매(전문),,,Camping World Holdings,
,뉴욕,KW,,서비스,부동산 운용,,,Kennedy-Wilson,
,뉴욕,OFC,,서비스,부동산 운용,,,Corporate Office Properties,
,뉴욕,OUT,,서비스,부동산 운용,,,Outfront Media,
,뉴욕,GATX,,서비스,렌탈과 리스,,,GATX Corp,
,나스닥,CIGI,,서비스,부동산 운용,,,Colliers International,
,나스닥,LAUR,,서비스,학교,,,Laureate Education,
,나스닥,HAWK,,서비스,사업 서비스,,,Blackhawk,
,나스닥,PSMT,,서비스,소매(전문),,,PriceSmart,
,뉴욕,GEO,,서비스,부동산 운용,,,Geo Group Inc,
,나스닥,JACK,,서비스,레스토랑,,,Jack In The Box,
,나스닥,ERI,,서비스,카지노와 게임,,,Eldorado Resorts LLC,
,뉴욕,EDR,,서비스,부동산 운용,,,Educat. Rlty Tr,
,뉴욕,LAD,,서비스,소매(전문),,,Lithia Motors,
,뉴욕,UE,,서비스,부동산 운용,,,Urban Edge Properties,
,뉴욕,TGNA,,서비스,방송과 케이블 티브이,,,Tegna,
,뉴욕,VG,,서비스,통신 서비스,,,Vonage Holdings,
,나스닥,BWLD,,서비스,레스토랑,,,Buffalo Wild Wings Inc,
,나스닥,GRPN,,서비스,소매(카탈로그와 메일 주문),,,Groupon Inc,
,나스닥,EYE,,서비스,소매(전문),,,National Vision,
,뉴욕,GTT,,서비스,통신 서비스,,,Global Tel&,
,뉴욕,MDP,,서비스,인쇄와 출판,,,Meredith Corp,
,뉴욕,MUSA,,서비스,소매(전문),,,Murphy USA Inc,
,뉴욕,PEB,,서비스,부동산 운용,,,Pebblebr. Hotel,
,뉴욕,PDM,,서비스,부동산 운용,,,Piedmont Offic A,
,뉴욕,CXW,,서비스,사업 서비스,,,Corecivic Inc,
,나스닥,PENN,,서비스,카지노와 게임,,,Penn National Gaming Inc,
,뉴욕,STAG,,서비스,부동산 운용,,,Stag Industrial,
,나스닥,NMRK,,서비스,부동산 운용,,,Newmark Group,
,뉴욕,SIG,,서비스,소매(전문),,,Signet Jewelers,
,나스닥,PLCE,,서비스,소매(의복),,,Childrens Place,
,뉴욕,DDS,,서비스,소매(백화점과 할인점),,,Dillards,
,나스닥,BLDR,,서비스,소매(주택개조),,,Builders FrstSo,
,뉴욕,CHGG,,서비스,학교,,,Chegg Inc,
,뉴욕,HUD,,서비스,소매(전문),,,Hudson,
,나스닥,CAKE,,서비스,레스토랑,,,Cheesecake Fac.,
,뉴욕,LQ,,서비스,호텔과 모텔,,,La Quinta Holdings,
,뉴욕,ABM,,서비스,사업 서비스,,,ABM Industries,
,나스닥,RMR,,서비스,부동산 운용,,,RMR Group Inc,
,뉴욕,SKT,,서비스,부동산 운용,,,Tanger Factory,
,뉴욕,WRE,,서비스,부동산 운용,,,Washington REIT,
,뉴욕,DRH,,서비스,부동산 운용,,,DiamondRock,
,뉴욕,DESP,,서비스,개인 서비스,,,Despegar.com,
,뉴욕,SBH,,서비스,소매(전문),,,Sally Beauty Holdings Inc,
,뉴욕,PBI,,서비스,사업 서비스,,,피트니 보우스,
,나스닥,EXPO,,서비스,사업 서비스,,,Exponent,
,나스닥,SFIX,,서비스,소매(카탈로그와 메일 주문),,,Stitch Fix,
,뉴욕,XON,,서비스,사업 서비스,,,Intrexon Corpn,
,뉴욕,ALX,,서비스,부동산 운용,,,Alexanders Inc,
,뉴욕,RH,,서비스,소매(전문),,,RH,
,나스닥,CCOI,,서비스,통신 서비스,,,Cogent Comm,
,나스닥,ISCA,,서비스,여가 활동,,,Intl Spe,
,나스닥,PZZA,,서비스,레스토랑,,,Papa John's,
,뉴욕,BRC,,서비스,보안 시스템과 서비스,,,Brady Corp,
,나스닥,EXLS,,서비스,사업 서비스,,,ExlService Hldg,
,뉴욕,CVA,,서비스,폐기물 관리 서비스,,,Covanta Hldg,
,뉴욕,HF,,서비스,부동산 운용,,,HFF Inc,
,뉴욕,ARCO,,서비스,레스토랑,,,Arcos Dorados Holdings Inc,
,뉴욕,TIME,,서비스,인쇄와 출판,,,Time Inc,
,뉴욕,QCP,,서비스,부동산 운용,,,Quality Care Properties,
,나스닥,RDFN,,서비스,개인 서비스,,,Redfin,
,뉴욕,PBH,,서비스,소매(약품),,,Prestige,
,뉴욕,FCN,,서비스,사업 서비스,,,FTI Consulting,
,뉴욕,HRI,,서비스,렌탈과 리스,,,Herc Holdings,
,뉴욕,DSW,,서비스,소매(의복),,,DSW Inc,
,뉴욕,BIG,,서비스,소매(전문),,,Big Lots Inc,
,뉴욕,CCO,,서비스,광고,,,Clear Channel Outdoor Holdings Inc,
,뉴욕,RAD,,서비스,소매(약품),,,Rite Aid Corp,
,나스닥,SHEN,,서비스,통신 서비스,,,Shenandoah Tel,
,뉴욕,WAGE,,서비스,사업 서비스,,,WageWorks,
,뉴욕,MSGN,,서비스,영화,,,MSG Networks Inc,
,나스닥,PNK,,서비스,카지노와 게임,,,Pinnacle Enter,
,뉴욕,AMC,,서비스,영화,,,AMC Entertainment,
,나스닥,PLAY,,서비스,레스토랑,,,Dave & Buster's Entertainment,
,뉴욕,GES,,서비스,소매(의복),,,Guess? Inc,
,나스닥,MNRO,,서비스,사업 서비스,,,Monro Muffler,
,나스닥,PRAA,,서비스,사업 서비스,,,PRA Group Inc,
,뉴욕,EGHT,,서비스,통신 서비스,,,8x8 Inc,
,뉴욕,CHSP,,서비스,부동산 운용,,,Chesapeake Lod.,
,뉴욕,EAT,,서비스,레스토랑,,,Brinker International Inc,
,나스닥,TIVO,,서비스,방송과 케이블 티브이,,,TiVo Inc,
,뉴욕,ALEX,,서비스,부동산 운용,,,Alexander & Baldwin Inc,
,뉴욕,HTZ,,서비스,렌탈과 리스,,,Hertz Global Holdings,
,뉴욕,SSTK,,서비스,영화,,,Shutterstock,
,나스닥,RUSHB,,서비스,소매(전문),,,Rush Enterprises,
,나스닥,RUSHA,,서비스,소매(전문),,,Rush A,
,뉴욕,ANF,,서비스,소매(의복),,,애버크롬비 & 피치,
,뉴욕,BXG,,서비스,호텔과 모텔,,,Bluegreen Vacations,
,뉴욕,AYR,,서비스,렌탈과 리스,,,Aircastle Ltd,
,뉴욕,PRTY,,서비스,소매(전문),,,Party City Holdco Inc,
,뉴욕,CLI,,서비스,부동산 운용,,,Mack-Cali Realty Corp,
,뉴욕,LTC,,서비스,부동산 운용,,,LTC Properties,
,뉴욕,SHAK,,서비스,레스토랑,,,Shake Shack Inc,
,뉴욕,ADC,,서비스,부동산 운용,,,Agree Realty,
,뉴욕,CAL,,서비스,소매(의복),,,Caleres,
,뉴욕,GME,,서비스,소매(기술제품),,,게임스탑,
,뉴욕,EEX,,서비스,사업 서비스,,,Emerald Expositions,
,뉴욕,FCPT,,서비스,부동산 운용,,,Four Corners Property Trust Inc,
,나스닥,WING,,서비스,레스토랑,,,Wingstop Inc,
,뉴욕,MMI,,서비스,부동산 운용,,,Marcus & Millichap,
,뉴욕,ABG,,서비스,소매(전문),,,Asbury Autom,
,뉴욕,BEL,,서비스,호텔과 모텔,,,Belmond,
,나스닥,LABL,,서비스,인쇄 서비스,,,Multi-Color,
,나스닥,SCHL,,서비스,인쇄와 출판,,,Scholastic Corp,
,나스닥,ILPT,,서비스,렌탈과 리스,,,Industrial Logistics Properties,
,나스닥,HEES,,서비스,렌탈과 리스,,,H&E Equipment,
,OTC Markets,SCOR,,서비스,사업 서비스,,,Comscore,
,뉴욕,GPI,,서비스,소매(전문),,,Group 1 Autom,
,뉴욕,QUAD,,서비스,인쇄 서비스,,,Quad Graphics,
,뉴욕,SEAS,,서비스,여가 활동,,,Seaworld Entertainment,
,뉴욕,ETM,,서비스,방송과 케이블 티브이,,,Entercom Comm,
,뉴욕,FTAI,,서비스,렌탈과 리스,,,Fortress Transport Infrast,
,나스닥,MGRC,,서비스,부동산 운용,,,M.G.R.C.,
,OTC Markets,TPCA,,서비스,카지노와 게임,,,Tropicana Entmt Inc,
,뉴욕,JOE,,서비스,부동산 운용,,,St Joe Comp,
,뉴욕,IMAX,,서비스,영화,,,Imax,
,뉴욕,SRG,,서비스,부동산 운용,,,Seritage Growth Properties,
,뉴욕,TLRD,,서비스,소매(의복),,,Tailored Brands,
,뉴욕,WPG,,서비스,부동산 운용,,,Washington Prime,
,나스닥,WSC,,서비스,렌탈과 리스,,,WillScot A,
,뉴욕,HIFR,,서비스,렌탈과 리스,,,Infrareit Inc,
,나스닥,ODP,,서비스,소매(전문),,,Office Depot,
,뉴욕,DIN,,서비스,레스토랑,,,DineEquity Inc,
,나스닥,ECOL,,서비스,폐기물 관리 서비스,,,US Ecology,
,뉴욕,CHS,,서비스,소매(의복),,,Chicos FAS Inc,
,뉴욕,GTN,,서비스,방송과 케이블 티브이,,,Gray Television Inc,
,뉴욕,GNL,,서비스,부동산 운용,,,Global Net Lease,
,뉴욕,GTNa,,서비스,방송과 케이블 티브이,,,Gray Television A,
,나스닥,PLYA,,서비스,호텔과 모텔,,,Playa Hotels & Resorts,
,뉴욕,BFS,,서비스,부동산 운용,,,Saul Centers,
,나스닥,KELYA,,서비스,사업 서비스,,,Kelly Services,
,나스닥,STRA,,서비스,학교,,,Strayer Edu,
,나스닥,KELYB,,서비스,사업 서비스,,,Kelly Services (B),
,뉴욕,GCI,,서비스,광고,,,Gannett Co Inc,
,뉴욕,BBX,,서비스,렌탈과 리스,,,BBX Capital,
,나스닥,IRDM,,서비스,통신 서비스,,,Iridium Comm,
,OTC Markets,APLO,,서비스,학교,,,Apollo Bancorp,
,뉴욕,BKE,,서비스,소매(의복),,,The Buckle Inc,
,나스닥,ICFI,,서비스,사업 서비스,,,ICF Intl,
,뉴욕,VVI,,서비스,사업 서비스,,,Viad Corp,
,뉴욕,WMK,,서비스,소매(식료잡화),,,Weis Markets,
,뉴욕,TBI,,서비스,사업 서비스,,,TrueBlue Inc,
,뉴욕,RMAX,,서비스,렌탈과 리스,,,Re Max Holding,
,뉴욕,SYX,,서비스,소매(카탈로그와 메일 주문),,,Systemax Inc,
,나스닥,CTRE,,서비스,부동산 운용,,,Caretrust Inc,
,나스닥,CONN,,서비스,소매(기술제품),,,Conns,
,나스닥,CPLA,,서비스,학교,,,Capella Edu,
,뉴욕,CBZ,,서비스,개인 서비스,,,CBIZ Inc,
,뉴욕,SSP,,서비스,방송과 케이블 티브이,,,E.W. Scripps Co,
,뉴욕,RPT,,서비스,부동산 운용,,,RamcoGershenson,
,OTC Markets,CJREF,,서비스,방송과 케이블 티브이,,,Corus Entert,
,나스닥,DENN,,서비스,레스토랑,,,Denny’s,
,나스닥,CORE,,서비스,소매(식료잡화),,,Core-Mark,
,나스닥,CWST,,서비스,폐기물 관리 서비스,,,Casella Waste,
,나스닥,SONC,,서비스,레스토랑,,,Sonic Corp,
,뉴욕,TGH,,서비스,렌탈과 리스,,,TeThompson Creek Metals,
,뉴욕,EXTN,,서비스,렌탈과 리스,,,Exterran Corp,
,뉴욕,JCP,,서비스,소매(백화점과 할인점),,,JC 페니,
,나스닥,ATNI,,서비스,통신 서비스,,,ATN Int,
,뉴욕,NEWM,,서비스,인쇄와 출판,,,New Media Investment,
,나스닥,BJRI,,서비스,레스토랑,,,BJs Restaurants,
,나스닥,OSTK,,서비스,소매(카탈로그와 메일 주문),,,Overstock.com,
,뉴욕,FSP,,서비스,부동산 운용,,,FSP Corp,
,나스닥,PRSC,,서비스,개인 서비스,,,Providence Serv,
,나스닥,CECO,,서비스,학교,,,Career Edu,
,뉴욕,TIER,,서비스,부동산 운용,,,Tier REIT Inc,
,뉴욕,DEA,,서비스,부동산 운용,,,Easterly Government Properties,
,나스닥,LORL,,서비스,통신 서비스,,,Loral,
,뉴욕,GSAT,,서비스,통신 서비스,,,Globalstar Inc,
,뉴욕,ELF,,서비스,소매(전문),,,ELF Beauty,
,뉴욕,NCI,,서비스,사업 서비스,,,Navigant Cons,
,나스닥,HMHC,,서비스,학교,,,Houghton Mifflin,
,나스닥,PETS,,서비스,소매(약품),,,PetMed Express,
,뉴욕,AHH,,서비스,부동산 운용,,,Armada Hflr Pr,
,뉴욕,BH,,서비스,레스토랑,,,Biglari Hldg,
,뉴욕,MCS,,서비스,영화,,,Marcus Corp,
,나스닥,HURN,,서비스,사업 서비스,,,Huron Consult,
,나스닥,NTRI,,서비스,개인 서비스,,,NutriSystems,
,나스닥,SP,,서비스,사업 서비스,,,Standard Park,
,뉴욕,STAR,,서비스,부동산 운용,,,istar Inc,
,뉴욕,GCO,,서비스,소매(의복),,,Genesco Inc,
,나스닥,HSTM,,서비스,사업 서비스,,,HealthStream,
,나스닥,NRCIB,,서비스,사업 서비스,,,National Research,
,나스닥,NRCIA,,서비스,사업 서비스,,,National Research,
,뉴욕,SAH,,서비스,소매(전문),,,Sonic Autom,
,나스닥,CNSL,,서비스,통신 서비스,,,Consolidat. Com,
,나스닥,FLWS,,서비스,소매(전문),,,1800FLOWERS.COM,
,뉴욕,CBL,,서비스,부동산 운용,,,CBL & Associates,
,뉴욕,UBP,,서비스,부동산 운용,,,Urstadt Biddle,
,나스닥,RUTH,,서비스,레스토랑,,,Ruth's Hospitality,
,나스닥,RRGB,,서비스,레스토랑,,,Red Robin,
,뉴욕,TRK,,서비스,여가 활동,,,S.M.I.,
,나스닥,RCM,,서비스,사업 서비스,,,R1 RCM,
,나스닥,MCRI,,서비스,카지노와 게임,,,Monarch Casino,
,나스닥,GOGO,,서비스,통신 서비스,,,Gogo Inc,
,나스닥,FORR,,서비스,사업 서비스,,,Forrester Rsrch,
,뉴욕,CEL,,서비스,통신 서비스,,,Cellcom,
,나스닥,LE,,서비스,소매(카탈로그와 메일 주문),,,Lands' End,
,뉴욕,NRE,,서비스,부동산 운용,,,Northstar Realty Europe Corp,
,뉴욕,RGS,,서비스,개인 서비스,,,Regis Corp,
,나스닥,CMCT,,서비스,부동산 운용,,,Cim Commerical,
,뉴욕,EROS,,서비스,영화,,,Eros International Plc,
,나스닥,YRIV,,서비스,부동산 운용,,,Yangtze River Port,
,나스닥,KFRC,,서비스,사업 서비스,,,Kforce,
,나스닥,ORBC,,서비스,통신 서비스,,,ORBCOMM Inc,
,나스닥,IMKTA,,서비스,소매(식료잡화),,,Ingles Markets,
,뉴욕,LL,,서비스,소매(주택개조),,,Lumber Liquid.,
,나스닥,CNXN,,서비스,소매(카탈로그와 메일 주문),,,PC Connection,
,뉴욕,SNR,,서비스,부동산 운용,,,New Senior Investment Group,
,나스닥,CHEF,,서비스,소매(식료잡화),,,Chefs Warehouse,
,나스닥,ITRN,,서비스,보안 시스템과 서비스,,,Ituran,
,나스닥,GDEN,,서비스,카지노와 게임,,,Golden Entertainment,
,뉴욕,WOW,,서비스,방송과 케이블 티브이,,,WideOpenWest,
,나스닥,SPTN,,서비스,소매(식료잡화),,,SpartanNash Co,
,나스닥,APEI,,서비스,학교,,,A.P.E.I.,
,뉴욕,RRD,,서비스,인쇄 서비스,,,RR Donnelley & Sons,
,나스닥,ZUMZ,,서비스,소매(의복),,,Zumiez Inc,
,뉴욕,LKSD,,서비스,인쇄 서비스,,,LSC Communications,
,뉴욕,ATTO,,서비스,사업 서비스,,,Atento SA,
,나스닥,BBSI,,서비스,사업 서비스,,,Barrett Busi,
,뉴욕,TRC,,서비스,렌탈과 리스,,,Tejon Ranch Co,
,뉴욕,LRN,,서비스,학교,,,K12 Inc,
,나스닥,CETV,,서비스,방송과 케이블 티브이,,,Central European Media,
,나스닥,DLTH,,서비스,소매(의복),,,Duluth Holdings Inc,
,뉴욕,SVU,,서비스,소매(식료잡화),,,Supervalu,
,나스닥,QNST,,서비스,사업 서비스,,,QuinStreet,
,뉴욕,CBB,,서비스,통신 서비스,,,Cincinnati Bell,
,뉴욕,DFIN,,서비스,사업 서비스,,,Donnelley Financial Solutions,
,나스닥,HSII,,서비스,사업 서비스,,,Heidri.&Strug.,
,뉴욕,EXPR,,서비스,소매(의복),,,Express Inc,
,나스닥,FTR,,서비스,통신 서비스,,,Frontier Communications,
,나스닥,BAND,,서비스,통신 서비스,,,Bandwidth,
,나스닥,FINL,,서비스,소매(의복),,,The Finish Line,
,나스닥,TRNC,,서비스,인쇄와 출판,,,Tronc,
,뉴욕,CTT,,서비스,렌탈과 리스,,,Catchmark Timber,
,나스닥,VSEC,,서비스,사업 서비스,,,VSE Corp,
,뉴욕,RESI,,서비스,부동산 운용,,,Front Yard Residential,
,나스닥,HCCI,,서비스,폐기물 관리 서비스,,,HeritageCrystal,
,뉴욕,XOXO,,서비스,소매(카탈로그와 메일 주문),,,XO Group,
,뉴욕,NXRT,,서비스,부동산 운용,,,Nexpoint Residential Trust Inc,
,나스닥,NYNY,,서비스,카지노와 게임,,,Empire Resorts,
,뉴욕,HZO,,서비스,소매(전문),,,MarineMax Inc,
,나스닥,BOJA,,서비스,레스토랑,,,Bojangles Inc,
,나스닥,RECN,,서비스,사업 서비스,,,Res Connect,
,나스닥,GOOD,,서비스,부동산 운용,,,Gladstone Comm,
,나스닥,WINA,,서비스,소매(전문),,,Winmark Corp,
,나스닥,INWK,,서비스,인쇄 서비스,,,InnerWorkings,
,나스닥,FRGI,,서비스,레스토랑,,,Fiesta Rest.,
,나스닥,PKOH,,서비스,사업 서비스,,,Park-Ohio,
,나스닥,USAT,,서비스,소매(카탈로그와 메일 주문),,,USA Technologies,
,뉴욕,CVEO,,서비스,부동산 운용,,,Civeo,
,뉴욕,ANH,,서비스,부동산 운용,,,Anworth,
,뉴욕,BOOT,,서비스,소매(의복),,,Boot Barn Holdin,
,나스닥,HCKT,,서비스,사업 서비스,,,Hackett Group,
,뉴욕,UMH,,서비스,부동산 운용,,,UMH Properties,
,나스닥,HMTV,,서비스,방송과 케이블 티브이,,,Hemisphere,
,뉴욕,CHCT,,서비스,부동산 운용,,,Community Healthcare Trust Inc,
,나스닥,ABCD,,서비스,학교,,,Cambium Learning,
,나스닥,RCII,,서비스,렌탈과 리스,,,Rent-A-Center,
,뉴욕,CSV,,서비스,개인 서비스,,,Carriage Ser,
,나스닥,HIBB,,서비스,소매(전문),,,Hibbett Sports,
,나스닥,FOGO,,서비스,레스토랑,,,Fogo De Chao Inc,
,뉴욕,I,,서비스,통신 서비스,,,Intelsat Sa,
,뉴욕,EVRI,,서비스,사업 서비스,,,Everi Holdings,
,나스닥,CHUY,,서비스,레스토랑,,,Chuy's Holdings,
,나스닥,KRNT,,서비스,인쇄 서비스,,,Kornit Digital Ltd,
,뉴욕,EVI,,서비스,사업 서비스,,,EnviroStar,
,뉴욕,CAI,,서비스,렌탈과 리스,,,Cai Intl,
,나스닥,CTRN,,서비스,소매(의복),,,Citi Trends,
,나스닥,NCMI,,서비스,광고,,,NCM Inc,
,나스닥,MDCA,,서비스,사업 서비스,,,MDC Partners,
,뉴욕,SFS,,서비스,소매(식료잡화),,,Smart & Final Stores Inc,
,뉴욕,HVT,,서비스,소매(전문),,,Haverty,
,뉴욕,HVTa,,서비스,소매(전문),,,Haverty Furniture Companies A,
,나스닥,CRAI,,서비스,사업 서비스,,,CRA Intl,
,나스닥,SCVL,,서비스,소매(의복),,,Shoe Carnival,
,나스닥,ASNA,,서비스,소매(의복),,,Ascena Retail,
,뉴욕,EVC,,서비스,방송과 케이블 티브이,,,Entravision,
,뉴욕,VEC,,서비스,사업 서비스,,,Vectrus Inc,
,나스닥,TAST,,서비스,레스토랑,,,Carrols Rest.,
,나스닥,CCRN,,서비스,사업 서비스,,,Cross Country,
,나스닥,RDI,,서비스,영화,,,Reading Intl,
,나스닥,RDIB,,서비스,영화,,,Reading International (B),
,뉴욕,TISI,,서비스,사업 서비스,,,Team,
,나스닥,TACO,,서비스,레스토랑,,,Del Taco Restaurants,
,뉴욕,FC,,서비스,학교,,,Franklin Covey Co,
,뉴욕,CATO,,서비스,소매(의복),,,Cato Corp,
,나스닥,LOCO,,서비스,레스토랑,,,El Pollo Loco Holdings Inc,
,뉴욕,GPX,,서비스,사업 서비스,,,GP Strategies,
,나스닥,CRMT,,서비스,소매(전문),,,America CarMart,
,뉴욕,BKS,,서비스,소매(전문),,,Barnes & Noble,
,뉴욕,CDR,,서비스,부동산 운용,,,Cedar Realty Trust,
,뉴욕,CALX,,서비스,통신 서비스,,,Calix Inc,
,뉴욕,CTO,,서비스,부동산 운용,,,Consoli.-Tomoka,
,뉴욕,GNC,,서비스,소매(식료잡화),,,GNC Holdings Inc,
,OTC Markets,DTSS,,서비스,사업 서비스,,,Datasea Inc,
,뉴욕,MRT,,서비스,부동산 운용,,,Medequities Realty Trust,
,OTC Markets,VLTHF,,서비스,광고,,,Valtech,
,뉴욕,TLYS,,서비스,소매(의복),,,Tillys,
,나스닥,BIOS,,서비스,소매(약품),,,BioScrip,
,나스닥,BBGI,,서비스,방송과 케이블 티브이,,,Beasley Broadc,
,뉴욕,FEDU,,서비스,학교,,,Four Seasons Education,
,뉴욕,BNED,,서비스,소매(전문),,,Barnes & Noble Education Inc,
,OTC Markets,MJNA,,서비스,사업 서비스,,,"Medical Marijuana, I",
,나스닥,DJCO,,서비스,인쇄와 출판,,,Daily Journal Corp,
,뉴욕,DS,,서비스,여가 활동,,,Drive Shack,
,나스닥,HCOM,,서비스,통신 서비스,,,Hawaiian Telcom,
,나스닥,DFRG,,서비스,레스토랑,,,Del Frisco's Restaurant Group,
,나스닥,SHLD,,서비스,소매(백화점과 할인점),,,시어스 홀딩스,
,뉴욕,ARL,,서비스,부동산 운용,,,American Realty Investors Inc,
,나스닥,SPOK,,서비스,통신 서비스,,,Spok Holdings,
,나스닥,NDLS,,서비스,레스토랑,,,Noodles & Co,
,뉴욕,RSO,,서비스,부동산 운용,,,Resource Cptl,
,나스닥,NATH,,서비스,레스토랑,,,Nathans Famous,
,나스닥,PBPB,,서비스,레스토랑,,,Potbelly Co,
,뉴욕,HBB,,서비스,소매(전문),,,Hamilton Beach  A,
,뉴욕,HIL,,서비스,사업 서비스,,,Hill Intl,
,나스닥,BOMN,,서비스,부동산 운용,,,Boston Omaha,
,뉴욕,SAFE,,서비스,부동산 운용,,,Safety Income Growth,
,뉴욕,ZOES,,서비스,레스토랑,,,Zoe's Kitchen,
,OTC Markets,LICT,,서비스,통신 서비스,,,Lict Corporation,
,나스닥,RICK,,서비스,레스토랑,,,RCI Hospitality,
,나스닥,VLGEA,,서비스,소매(식료잡화),,,Village SprMrkt,
,OTC Markets,CXEE,,서비스,소매(카탈로그와 메일 주문),,,China Xuefeng Environmental Eng,
,나스닥,WIN,,서비스,통신 서비스,,,윈드스트림,
,뉴욕,PIR,,서비스,소매(전문),,,Pier 1 Imports,
,나스닥,CCRC,,서비스,사업 서비스,,,China Customer Relations Centers,
,뉴욕,TCS,,서비스,소매(백화점과 할인점),,,Container Store,
,나스닥,IPIC,,서비스,레스토랑,,,iPic Entertainment,
,나스닥,REIS,,서비스,부동산 운용,,,Reis,
,뉴욕,ONE,,서비스,학교,,,OneSmart,
,나스닥,STRS,,서비스,부동산 운용,,,Stratus Propertie,
,뉴욕,DNN,,서비스,사업 서비스,,,Denison Mines,
,나스닥,WLDN,,서비스,사업 서비스,,,Willdan Group,
,나스닥,GAIA,,서비스,소매(카탈로그와 메일 주문),,,Gaia Inc,
,뉴욕,RLH,,서비스,호텔과 모텔,,,Red Lion Hotels,
,나스닥,TNAV,,서비스,통신 서비스,,,TeleNav,
,나스닥,SSLJ,,서비스,사업 서비스,,,SSLJ.com A,
,뉴욕,SGA,,서비스,방송과 케이블 티브이,,,Saga Comm,
,뉴욕,HCHC,,서비스,통신 서비스,,,HC2 Holdings Inc,
,나스닥,HABT,,서비스,레스토랑,,,Habit Restaurants Inc,
,뉴욕,MLP,,서비스,부동산 운용,,,Maui Land & Pineapple Comp Inc,
,나스닥,CWCO,,서비스,폐기물 관리 서비스,,,Consolid. Water,
,뉴욕,NWY,,서비스,소매(의복),,,New York & Company,
,나스닥,WLFC,,서비스,렌탈과 리스,,,Willis Lease,
,나스닥,CLUB,,서비스,여가 활동,,,Town Sports,
,나스닥,PRGX,,서비스,사업 서비스,,,PRGX Global,
,나스닥,NSSC,,서비스,보안 시스템과 서비스,,,NAPCO Security Te,
,나스닥,LQDT,,서비스,소매(카탈로그와 메일 주문),,,Liquidity Ser,
,뉴욕,KODK,,서비스,인쇄 서비스,,,Eastman Kodak,
,뉴욕,BRG,,서비스,부동산 운용,,,Bluerock Residential Growth REIT,
,뉴욕,TPHS,,서비스,부동산 운용,,,Trinity Place Holdings Inc,
,나스닥,MARK,,서비스,인쇄와 출판,,,Remark Media Inc,
,뉴욕,BPI,,서비스,학교,,,Bridgepoint Edu,
,나스닥,LIVX,,서비스,여가 활동,,,LiveXLive Media,
,나스닥,NIHD,,서비스,통신 서비스,,,NII 홀딩스,
,OTC Markets,WNDW,,서비스,사업 서비스,,,SolarWindow Tech,
,뉴욕,NETS,,서비스,소매(카탈로그와 메일 주문),,,Netshoes CAYMAN,
,뉴욕,JILL,,서비스,소매(의복),,,J.Jill,
,나스닥,CNTY,,서비스,카지노와 게임,,,Century Casinos,
,나스닥,FRAN,,서비스,소매(의복),,,Francescas Hldg,
,나스닥,TUES,,서비스,소매(백화점과 할인점),,,Tuesday Morning,
,뉴욕,IIPR,,서비스,렌탈과 리스,,,Innovative Industrial Properties,
,나스닥,VALU,,서비스,인쇄와 출판,,,Value Line,
,나스닥,III,,서비스,사업 서비스,,,Information Services,
,나스닥,YTRA,,서비스,개인 서비스,,,Yatra Online,
