Name,Symbol,Exchange,Sector,Industry
EFT Solutions,8062,홍콩,테크놀로지,소프트웨어와 프로그래밍
CircuTech Intl,8051,홍콩,테크놀로지,통신 장비
Centron Telecom Internationaling,1155,홍콩,테크놀로지,통신 장비
Zioncom Holdings,8287,홍콩,테크놀로지,통신 장비
Wai Chi,1305,홍콩,테크놀로지,반도체
Aurum Pacific China,8148,홍콩,테크놀로지,소프트웨어와 프로그래밍
Glory Mark Hi-Tech,8159,홍콩,테크놀로지,컴퓨터 주변기기
SK Target,8427,홍콩,테크놀로지,전자 장비와 제어기
Ahsay Backup Software Development,8290,홍콩,테크놀로지,소프트웨어와 프로그래밍
Kantone Holdings,1059,홍콩,테크놀로지,컴퓨터 하드웨어
Prime Intelligence Solutions,8379,홍콩,테크놀로지,컴퓨터 주변기기
QPL Intl,243,홍콩,테크놀로지,반도체
On Real Intl,8245,홍콩,테크놀로지,통신 장비
Yu Tak International,8048,홍콩,테크놀로지,소프트웨어와 프로그래밍
Zheda Lande Scitech,8106,홍콩,테크놀로지,컴퓨터 하드웨어
Finsoft Financial,8018,홍콩,테크놀로지,소프트웨어와 프로그래밍
China Public Procurement,1094,홍콩,테크놀로지,컴퓨터 서비스
International Standard Resources,91,홍콩,테크놀로지,반도체
HKC Intl,248,홍콩,테크놀로지,통신 장비
Sing Lee Software,8076,홍콩,테크놀로지,소프트웨어와 프로그래밍
TEM,8346,홍콩,테크놀로지,전자 장비와 제어기
Vodatel Networks,8033,홍콩,테크놀로지,컴퓨터 서비스
GET Holdings,8100,홍콩,테크놀로지,소프트웨어와 프로그래밍
Gameone,8282,홍콩,테크놀로지,소프트웨어와 프로그래밍
Echo International Holdings Group,8218,홍콩,테크놀로지,전자 장비와 제어기
Merdeka Financial Services,8163,홍콩,테크놀로지,전자 장비와 제어기
Megalogic Tech,8242,홍콩,테크놀로지,반도체
TC Orient Lighting,515,홍콩,테크놀로지,반도체
Atlinks Group,8043,홍콩,테크놀로지,통신 장비
Forebase Intl,2310,홍콩,테크놀로지,전자 장비와 제어기
Trillion Grand Corporate,8103,홍콩,테크놀로지,소프트웨어와 프로그래밍
Thiz Tech,8119,홍콩,테크놀로지,컴퓨터 하드웨어
Shanghai Jiaoda Withub Info,8205,홍콩,테크놀로지,컴퓨터 하드웨어
Future Data,8229,홍콩,테크놀로지,컴퓨터 서비스
Timeless Software,8028,홍콩,테크놀로지,컴퓨터 서비스
Vertical Intl,8375,홍콩,테크놀로지,전자 장비와 제어기
Ningbo WanHao,8249,홍콩,테크놀로지,전자 장비와 제어기
Expert Systems,8319,홍콩,테크놀로지,소프트웨어와 프로그래밍
Keen Ocean Intl,8070,홍콩,테크놀로지,전자 장비와 제어기
Chinese Energy,8009,홍콩,테크놀로지,전자 장비와 제어기
Shanxi Changcheng Microlight,8286,홍콩,테크놀로지,전자 장비와 제어기
Jian Epayment Systems,8165,홍콩,테크놀로지,컴퓨터 서비스
ITE,8092,홍콩,테크놀로지,컴퓨터 네트워크
Kirin Group,8109,홍콩,테크놀로지,컴퓨터 서비스
Phoenitron,8066,홍콩,테크놀로지,반도체
abc Multiactive,8131,홍콩,테크놀로지,소프트웨어와 프로그래밍
Cloud Invest,8129,홍콩,테크놀로지,소프트웨어와 프로그래밍
어플라이드 머티어리얼즈,4336,홍콩,테크놀로지,반도체
시스코 시스템즈,4333,홍콩,테크놀로지,통신 장비
인텔,4335,홍콩,테크놀로지,반도체
Elec & Eltek International Company,1151,홍콩,테크놀로지,반도체
마이크로소프트,4338,홍콩,테크놀로지,소프트웨어와 프로그래밍
Tencent Holdings,700,홍콩,테크놀로지,컴퓨터 서비스
BYD Co.,1211,홍콩,테크놀로지,전자 장비와 제어기
AAC Technologies,2018,홍콩,테크놀로지,전자 장비와 제어기
Sunny Optical Tech,2382,홍콩,테크놀로지,과학과 기술 장비
Zte Corp.,763,홍콩,테크놀로지,통신 장비
TravelSky Technology,696,홍콩,테크놀로지,소프트웨어와 프로그래밍
China Literature,772,홍콩,테크놀로지,컴퓨터 서비스
Legend Holdings Corp,3396,홍콩,테크놀로지,컴퓨터 하드웨어
China Railway Signal Communication,3969,홍콩,테크놀로지,통신 장비
SMIC,981,홍콩,테크놀로지,반도체
레노보,992,홍콩,테크놀로지,컴퓨터 하드웨어
Zhuzhou CRRC,3898,홍콩,테크놀로지,전자 장비와 제어기
ASM Pacific Technology,522,홍콩,테크놀로지,반도체
Meitu,1357,홍콩,테크놀로지,통신 장비
Alibaba Health Information Tech,241,홍콩,테크놀로지,소프트웨어와 프로그래밍
Kingsoft Corp Ltd,3888,홍콩,테크놀로지,소프트웨어와 프로그래밍
BYD Electronic Int,285,홍콩,테크놀로지,통신 장비
Razer,1337,홍콩,테크놀로지,컴퓨터 주변기기
Johnson Electric,179,홍콩,테크놀로지,전자 장비와 제어기
VTech,303,홍콩,테크놀로지,통신 장비
Foxconn Interconnect,6088,홍콩,테크놀로지,전자 장비와 제어기
Xinyi Solar,968,홍콩,테크놀로지,반도체
Kingdee Int Software,268,홍콩,테크놀로지,소프트웨어와 프로그래밍
GCL-Poly Energy,3800,홍콩,테크놀로지,반도체
ChinaSoft International Ltd,354,홍콩,테크놀로지,소프트웨어와 프로그래밍
Hua Hong Semiconductor Ltd,1347,홍콩,테크놀로지,반도체
China Goldjoy,1282,홍콩,테크놀로지,컴퓨터 주변기기
Nan Haioration,680,홍콩,테크놀로지,소프트웨어와 프로그래밍
IGG Inc,799,홍콩,테크놀로지,컴퓨터 서비스
FIH Mobile Ltd,2038,홍콩,테크놀로지,통신 장비
Vpower Group Intl,1608,홍콩,테크놀로지,전자 장비와 제어기
SUNeVision,1686,홍콩,테크놀로지,컴퓨터 서비스
Tianneng Power Int,819,홍콩,테크놀로지,전자 장비와 제어기
AGTech,8279,홍콩,테크놀로지,소프트웨어와 프로그래밍
NetDragon Websoft,777,홍콩,테크놀로지,소프트웨어와 프로그래밍
Xi An Haitian Antenna,8227,홍콩,테크놀로지,통신 장비
Tongda Group Holdings Ltd,698,홍콩,테크놀로지,전자 장비와 제어기
TCL Multimedia Tech,1070,홍콩,테크놀로지,통신 장비
GCL New Energy Holdings Ltd,451,홍콩,테크놀로지,반도체
Tian Ge Interactive,1980,홍콩,테크놀로지,컴퓨터 서비스
Nanjing Panda Electronics Co,553,홍콩,테크놀로지,통신 장비
Nanjing Sample Tech,1708,홍콩,테크놀로지,소프트웨어와 프로그래밍
Digital China,861,홍콩,테크놀로지,컴퓨터 하드웨어
Camsing Intl,2662,홍콩,테크놀로지,반도체
AVIC International,161,홍콩,테크놀로지,전자 장비와 제어기
Truly Int,732,홍콩,테크놀로지,전자 장비와 제어기
Zhuoxin International,8597,홍콩,테크놀로지,전자 장비와 제어기
China HKBridge,2323,홍콩,테크놀로지,반도체
VSTECS,856,홍콩,테크놀로지,컴퓨터 하드웨어
FDG Electric Vehicles,729,홍콩,테크놀로지,전자 장비와 제어기
Chaowei Power Holdings,951,홍콩,테크놀로지,전자 장비와 제어기
China All Access,633,홍콩,테크놀로지,컴퓨터 네트워크
Shanghai Fudan Microelectronics,1385,홍콩,테크놀로지,반도체
Flat Glass,6865,홍콩,테크놀로지,전자 장비와 제어기
O-Net Tech,877,홍콩,테크놀로지,통신 장비
Wasion Group,3393,홍콩,테크놀로지,전자 장비와 제어기
HNA Holding,521,홍콩,테크놀로지,소프트웨어와 프로그래밍
Coolpad Group Ltd,2369,홍콩,테크놀로지,통신 장비
China Innovationpay,8083,홍콩,테크놀로지,사무실 장비
BEP Intl,2326,홍콩,테크놀로지,컴퓨터 하드웨어
Sinosoft Technology,1297,홍콩,테크놀로지,소프트웨어와 프로그래밍
Chanjet Info Tech,1588,홍콩,테크놀로지,소프트웨어와 프로그래밍
Risecomm,1679,홍콩,테크놀로지,전자 장비와 제어기
Boe Varitronix,710,홍콩,테크놀로지,전자 장비와 제어기
Northeast Electric Development,42,홍콩,테크놀로지,전자 장비와 제어기
AKM Industrial,1639,홍콩,테크놀로지,반도체
Peking University Resources,618,홍콩,테크놀로지,컴퓨터 하드웨어
Hybrid Kinetic,1188,홍콩,테크놀로지,전자 장비와 제어기
China Aerospace International,31,홍콩,테크놀로지,전자 장비와 제어기
North Asia Resources,61,홍콩,테크놀로지,컴퓨터 네트워크
Comba Telecom Systems,2342,홍콩,테크놀로지,통신 장비
Quantum Thinking,8050,홍콩,테크놀로지,전자 장비와 제어기
National Agricultural Holdings Ltd,1236,홍콩,테크놀로지,소프트웨어와 프로그래밍
PC Partner,1263,홍콩,테크놀로지,컴퓨터 주변기기
Frontier Services,500,홍콩,테크놀로지,컴퓨터 서비스
SunKing Power Electronics,580,홍콩,테크놀로지,전자 장비와 제어기
Inspur International,596,홍콩,테크놀로지,소프트웨어와 프로그래밍
Alltronics,833,홍콩,테크놀로지,전자 장비와 제어기
China Vanguard You Champion,8156,홍콩,테크놀로지,소프트웨어와 프로그래밍
Yeebo Intl,259,홍콩,테크놀로지,전자 장비와 제어기
Boyaa Interactive Int,434,홍콩,테크놀로지,컴퓨터 서비스
Karrie International,1050,홍콩,테크놀로지,컴퓨터 주변기기
China Electronics Corporation Hold,85,홍콩,테크놀로지,반도체
Group Sense Intl,601,홍콩,테크놀로지,컴퓨터 하드웨어
Vision Values,862,홍콩,테크놀로지,컴퓨터 네트워크
TPV Technology,903,홍콩,테크놀로지,컴퓨터 주변기기
Ourgame Intl,6899,홍콩,테크놀로지,소프트웨어와 프로그래밍
Ju Teng Int,3336,홍콩,테크놀로지,컴퓨터 주변기기
Trigiant,1300,홍콩,테크놀로지,통신 장비
EVOC Intelligent Tech,2308,홍콩,테크놀로지,컴퓨터 하드웨어
Pentamaster Intl.,1665,홍콩,테크놀로지,전자 장비와 제어기
Goldpac Group Ltd,3315,홍콩,테크놀로지,컴퓨터 서비스
Beijing Beida Jade Bird Universal,8095,홍콩,테크놀로지,소프트웨어와 프로그래밍
Huabang Financial,3638,홍콩,테크놀로지,반도체
Pizu,8053,홍콩,테크놀로지,소프트웨어와 프로그래밍
Digital Hollywood,2022,홍콩,테크놀로지,컴퓨터 서비스
Mega Medical Technology,876,홍콩,테크놀로지,전자 장비와 제어기
Cowell E Holdings Inc,1415,홍콩,테크놀로지,과학과 기술 장비
Plover Bay Tech,1523,홍콩,테크놀로지,통신 장비
Leoch Intl Tech,842,홍콩,테크놀로지,전자 장비와 제어기
CRRC Corp,1766,홍콩,운송,철도
MTR,66,홍콩,운송,다종 운송
Air China Ltd,753,홍콩,운송,항공사
China Southern Airlines,1055,홍콩,운송,항공사
China Eastern Airlines,670,홍콩,운송,항공사
COSCO Shipping H,1919,홍콩,운송,수상 운송
초상국국제유한공사,144,홍콩,운송,다종 운송
Cathay Airways,293,홍콩,운송,항공사
Beijing Capital Int Airport,694,홍콩,운송,다종 운송
Orient Overseas Int,316,홍콩,운송,수상 운송
Guangshen Railway,525,홍콩,운송,철도
Qingdao Port International Co,6198,홍콩,운송,다종 운송
Shenzhen Int Hlds,152,홍콩,운송,다종 운송
Qinhuangdao Port,3369,홍콩,운송,다종 운송
Zhejiang Expressway,576,홍콩,운송,다종 운송
Dalian Port PDA Co,2880,홍콩,운송,다종 운송
CSSC Offshore & Marine Engineering,317,홍콩,운송,수상 운송
Sinotrans Ltd,598,홍콩,운송,다종 운송
Hopewell Holdings,54,홍콩,운송,다종 운송
COSCO Shipping Energy,1138,홍콩,운송,수상 운송
Shenzhen Expressway,548,홍콩,운송,다종 운송
SITC Int,1308,홍콩,운송,다종 운송
코스코태평양,1199,홍콩,운송,다종 운송
Kerry Logistics Network,636,홍콩,운송,트럭 운송
Hopewell Highway Infrastructure,737,홍콩,운송,다종 운송
Sichuan Expressway,107,홍콩,운송,다종 운송
Yuexiu Transport Infrastructure,1052,홍콩,운송,다종 운송
Transport Intl,62,홍콩,운송,다종 운송
Pacific Basin Shipping,2343,홍콩,운송,수상 운송
Sinotrans Shipping,368,홍콩,운송,수상 운송
Hong Kong Aircraft Engineering,44,홍콩,운송,다종 운송
China Logistics Property,1589,홍콩,운송,항공 우편
Tianjin Port Development,3382,홍콩,운송,다종 운송
Beijing Sports and Entertainment,1803,홍콩,운송,항공 우편
HNA Infrastructure,357,홍콩,운송,다종 운송
Xiamen International Port,3378,홍콩,운송,다종 운송
Hong Kong Ferry,50,홍콩,운송,수상 운송
DTXS Silk Road Invest,620,홍콩,운송,수상 운송
CIG Yangtze Ports,1719,홍콩,운송,다종 운송
On Time Logistics,6123,홍콩,운송,다종 운송
Noble Century Investment,2322,홍콩,운송,수상 운송
Chu Kong Shipping Enterprises,560,홍콩,운송,수상 운송
Kwoon Chung Bus,306,홍콩,운송,다종 운송
Beijing Properties,925,홍콩,운송,다종 운송
Great Harvest Maeta,3683,홍콩,운송,수상 운송
Zhuhai Invest,908,홍콩,운송,다종 운송
China Resources & Transportation,269,홍콩,운송,다종 운송
Dragon Crown,935,홍콩,운송,다종 운송
Worldgate Global Logistics,8292,홍콩,운송,수상 운송
Dafeng Port Heshun Tech,8310,홍콩,운송,수상 운송
Hans Energy,554,홍콩,운송,다종 운송
China Ocean Shipbuilding Industry,651,홍콩,운송,수상 운송
Jinhui,137,홍콩,운송,수상 운송
China Huarong Energy,1101,홍콩,운송,수상 운송
World-Link Logistics Asia,6083,홍콩,운송,트럭 운송
Courage Invest,1145,홍콩,운송,수상 운송
China Ever Grand Financial Leasing,379,홍콩,운송,다종 운송
AMS Public Transport,77,홍콩,운송,다종 운송
Ever Harvest,1549,홍콩,운송,수상 운송
Huayu Expressway,1823,홍콩,운송,다종 운송
Asia Energy Logistics,351,홍콩,운송,수상 운송
Daido,544,홍콩,운송,다종 운송
Goal Rise Logistics China,8457,홍콩,운송,트럭 운송
Janco Holdings,8035,홍콩,운송,다종 운송
홍콩중화가스,3,홍콩,유틸러티,천연가스 유틸러티
CLP 홀딩스,2,홍콩,유틸러티,전기 유틸러티
CK Infrastructure,1038,홍콩,유틸러티,전기 유틸러티
홍콩전등,6,홍콩,유틸러티,전기 유틸러티
China Gas Holdings,384,홍콩,유틸러티,천연가스 유틸러티
Huaneng Power International,902,홍콩,유틸러티,전기 유틸러티
CGN Power Co Ltd,1816,홍콩,유틸러티,전기 유틸러티
Guangdong Investment,270,홍콩,유틸러티,수도 유틸러티
ENN Energy,2688,홍콩,유틸러티,천연가스 유틸러티
화윤전력,836,홍콩,유틸러티,전기 유틸러티
중국(홍콩)석유,135,홍콩,유틸러티,천연가스 유틸러티
Datang International Power,991,홍콩,유틸러티,전기 유틸러티
Beijing Enterprises Holdings,392,홍콩,유틸러티,천연가스 유틸러티
China Longyuan Power,916,홍콩,유틸러티,전기 유틸러티
Huadian Power Int,1071,홍콩,유틸러티,전기 유틸러티
China Conch Venture,586,홍콩,유틸러티,전기 유틸러티
Beijing Enterprises Water,371,홍콩,유틸러티,수도 유틸러티
Huaneng Renewables,958,홍콩,유틸러티,전기 유틸러티
China Power Int Develop,2380,홍콩,유틸러티,전기 유틸러티
Zhongyu Gas,3633,홍콩,유틸러티,천연가스 유틸러티
Huadian Fuxin Energy,816,홍콩,유틸러티,전기 유틸러티
Shanghai DaZhong Public Utilities,1635,홍콩,유틸러티,천연가스 유틸러티
China Everbright Greentech,1257,홍콩,유틸러티,전기 유틸러티
Beijing Jingneng Clean Energy,579,홍콩,유틸러티,전기 유틸러티
China Water Affairs Group Ltd,855,홍콩,유틸러티,수도 유틸러티
Canvest Environmental Protection,1381,홍콩,유틸러티,전기 유틸러티
China Suntien Green Energy Corp,956,홍콩,유틸러티,천연가스 유틸러티
Panda Green Energy,686,홍콩,유틸러티,전기 유틸러티
China Datang Corp Renewable Power,1798,홍콩,유틸러티,전기 유틸러티
China Tian Lun Gas,1600,홍콩,유틸러티,천연가스 유틸러티
China Power Clean Energy,735,홍콩,유틸러티,전기 유틸러티
CGN New Energy,1811,홍콩,유틸러티,전기 유틸러티
Sound Global Ltd,967,홍콩,유틸러티,수도 유틸러티
Tianjin Develop,882,홍콩,유틸러티,전기 유틸러티
China Oil and Gas,603,홍콩,유틸러티,천연가스 유틸러티
Kong Sun Holdings Ltd,295,홍콩,유틸러티,전기 유틸러티
Guodian Techn Environment,1296,홍콩,유틸러티,전기 유틸러티
Haitian Energy,1659,홍콩,유틸러티,전기 유틸러티
Suchuang Gas Corp,1430,홍콩,유틸러티,천연가스 유틸러티
Luzhou Xinglu Water,2281,홍콩,유틸러티,수도 유틸러티
Tianjin Jinran Public Utilities,1265,홍콩,유틸러티,천연가스 유틸러티
China Renewable Energy Investment,987,홍콩,유틸러티,전기 유틸러티
Amber Energy,90,홍콩,유틸러티,전기 유틸러티
China Tech Solar Power,8111,홍콩,유틸러티,전기 유틸러티
Hindustan Zinc,HZNC,BSE,기초 소재,금속 광업
Hindustan Zinc,HZNC,NSE,기초 소재,금속 광업
Asian Paints,ASPN,BSE,기초 소재,화학제조
Asian Paints,ASPN,NSE,기초 소재,화학제조
Vedanta,VDAN,BSE,기초 소재,금속 광업
Vedanta,VDAN,NSE,기초 소재,금속 광업
JSW Steel,JSTL,BSE,기초 소재,철과 철강
JSW Steel,JSTL,NSE,기초 소재,철과 철강
Tata Steel Ltd,TISC,BSE,기초 소재,철과 철강
Tata Steel Ltd,TISC,NSE,기초 소재,철과 철강
Hindalco Ind,HALC,BSE,기초 소재,금속 광업
Hindalco Ind,HALC,NSE,기초 소재,금속 광업
Pidilite Industries,PIDI,NSE,기초 소재,화학제조
Pidilite Industries,PIDI,BSE,기초 소재,화학제조
NMDC,NMDC,NSE,기초 소재,금속 광업
NMDC,NMDC,BSE,기초 소재,금속 광업
United Phosphorus,UPLL,NSE,기초 소재,화학제조
United Phosphorus,UPLL,BSE,기초 소재,화학제조
Bharat Forge,BFRG,NSE,기초 소재,다종 조립 제품
Bharat Forge,BFRG,BSE,기초 소재,다종 조립 제품
Havells India,HVEL,BSE,기초 소재,다종 조립 제품
Havells India,HVEL,NSE,기초 소재,다종 조립 제품
Steel Authority of India,SAIL,BSE,기초 소재,철과 철강
Steel Authority of India,SAIL,NSE,기초 소재,철과 철강
Kansai Nerolac Paints,KANE,BSE,기초 소재,화학제조
Kansai Nerolac Paints,KANE,NSE,기초 소재,화학제조
Berger Paints (I),BRGR,BSE,기초 소재,화학제조
Berger Paints (I),BRGR,NSE,기초 소재,화학제조
Jindal,JNSP,BSE,기초 소재,철과 철강
Jindal,JNSP,NSE,기초 소재,철과 철강
Tata Chemicals,TTCH,NSE,기초 소재,화학제조
Tata Chemicals,TTCH,BSE,기초 소재,화학제조
Coromandel International,CORF,BSE,기초 소재,화학제조
Coromandel International,CORF,NSE,기초 소재,화학제조
Supreme Industries,SUPI,NSE,기초 소재,조립식 플라스틱과 고무
Supreme Industries,SUPI,BSE,기초 소재,조립식 플라스틱과 고무
Bayer Cropscience Ltd,BAYE,NSE,기초 소재,화학제조
Bayer Cropscience Ltd,BAYE,BSE,기초 소재,화학제조
National Aluminium,NALU,NSE,기초 소재,금속 광업
National Aluminium,NALU,BSE,기초 소재,금속 광업
PI Industries,PIIL,NSE,기초 소재,화학제조
PI Industries,PIIL,BSE,기초 소재,화학제조
Sundram Fasteners,SNFS,NSE,기초 소재,다종 조립 제품
Sundram Fasteners,SNFS,BSE,기초 소재,다종 조립 제품
Astral Poly Technik Ltd,ASPT,NSE,기초 소재,조립식 플라스틱과 고무
Astral Poly Technik Ltd,ASPT,BSE,기초 소재,조립식 플라스틱과 고무
Finolex Cables,FNXC,NSE,기초 소재,다종 조립 제품
Finolex Cables,FNXC,BSE,기초 소재,다종 조립 제품
Solar Industries India Ltd,SLIN,NSE,기초 소재,화학제조
Solar Industries India Ltd,SLIN,BSE,기초 소재,화학제조
Rashtriya Chem. and Fertil.,RSTC,BSE,기초 소재,화학제조
Rashtriya Chem. and Fertil.,RSTC,NSE,기초 소재,화학제조
Forbes &,FBGX,BSE,기초 소재,다종 조립 제품
Gujarat Mineral Development,GMDC,NSE,기초 소재,금속 광업
Gujarat Mineral Development,GMDC,BSE,기초 소재,금속 광업
Navin Fluorine,NAFL,BSE,기초 소재,화학제조
Navin Fluorine,NAFL,NSE,기초 소재,화학제조
Essel Propack,ESSL,NSE,기초 소재,컨테이너와 포장
Essel Propack,ESSL,BSE,기초 소재,컨테이너와 포장
S H Kelkar And Company Ltd,SHKE,NSE,기초 소재,화학제조
S H Kelkar And Company Ltd,SHKE,BSE,기초 소재,화학제조
Phillips Carbon Black Ltd,PHIL,NSE,기초 소재,화학제조
Phillips Carbon Black Ltd,PHIL,BSE,기초 소재,화학제조
BOC India,LIND,NSE,기초 소재,화학제조
BOC India,LIND,BSE,기초 소재,화학제조
Jindal Stainless,JINA,BSE,기초 소재,철과 철강
Jindal Stainless,JINA,NSE,기초 소재,철과 철강
Jindal Stainless,JIST,BSE,기초 소재,다종 조립 제품
Jindal Stainless,JIST,NSE,기초 소재,다종 조립 제품
Welspun Corp,WGSR,NSE,기초 소재,철과 철강
Welspun Corp,WGSR,BSE,기초 소재,철과 철강
Sharda Cropchem Ltd,SHCR,NSE,기초 소재,화학제조
Sharda Cropchem Ltd,SHCR,BSE,기초 소재,화학제조
Sintex Plastics,SINT,NSE,기초 소재,조립식 플라스틱과 고무
Sintex Plastics,SINT,BSE,기초 소재,조립식 플라스틱과 고무
Excel Crop Care Ltd,EXCR,NSE,기초 소재,화학제조
Excel Crop Care Ltd,EXCR,BSE,기초 소재,화학제조
Fertilisers Chemicals Travancore,FCTL,NSE,기초 소재,화학제조
Fertilisers Chemicals Travancore,FCTL,BSE,기초 소재,화학제조
Deepak Nitrite Ltd,DPNT,NSE,기초 소재,화학제조
Deepak Nitrite Ltd,DPNT,BSE,기초 소재,화학제조
Nocil Ltd,NOCI,NSE,기초 소재,화학제조
Nocil Ltd,NOCI,BSE,기초 소재,화학제조
Jamna Auto,JMNA,BSE,기초 소재,다종 조립 제품
Jamna Auto,JMNA,NSE,기초 소재,다종 조립 제품
Star Ferro Cement Ltd,STRF,NSE,기초 소재,철과 철강
Supreme Petrochem,SPTL,BSE,기초 소재,화학 제품 – 플라스틱과 고무
Supreme Petrochem,SPTL,NSE,기초 소재,화학 제품 – 플라스틱과 고무
Sudarshan Chemical Industries,SDCH,BSE,기초 소재,화학제조
Sudarshan Chemical Industries,SDCH,NSE,기초 소재,화학제조
Maharashtra Seamless,MHSM,BSE,기초 소재,철과 철강
Maharashtra Seamless,MHSM,NSE,기초 소재,철과 철강
Bhansali Eng Polymers,BHAN,BSE,기초 소재,화학 제품 – 플라스틱과 고무
Bhansali Eng Polymers,BHAN,NSE,기초 소재,화학 제품 – 플라스틱과 고무
Kama Holdings,KAMH,BSE,기초 소재,화학 제품 – 플라스틱과 고무
Dhanuka Agritech Ltd,DHNP,NSE,기초 소재,화학제조
Dhanuka Agritech Ltd,DHNP,BSE,기초 소재,화학제조
Kushal Tradelink Ltd,KUSH,BSE,기초 소재,컨테이너와 포장
National Fertilizers,NAFT,BSE,기초 소재,화학제조
National Fertilizers,NAFT,NSE,기초 소재,화학제조
JSW ISPAT Steel,JSWI,NSE,기초 소재,철과 철강
Vesuvius India,VESU,NSE,기초 소재,다종 조립 제품
Vesuvius India,VESU,BSE,기초 소재,다종 조립 제품
Deepak Fertilizers and Petro.,DPFE,BSE,기초 소재,화학제조
Deepak Fertilizers and Petro.,DPFE,NSE,기초 소재,화학제조
GHCL,GHCH,BSE,기초 소재,화학제조
GHCL,GHCH,NSE,기초 소재,화학제조
Balmer Lawrie & Company,BLMR,BSE,기초 소재,컨테이너와 포장
Balmer Lawrie & Company,BLMR,NSE,기초 소재,컨테이너와 포장
UFLEX,UFLX,BSE,기초 소재,컨테이너와 포장
UFLEX,UFLX,NSE,기초 소재,컨테이너와 포장
Huhtamaki PPL,HUHT,NSE,기초 소재,컨테이너와 포장
Huhtamaki PPL,HUHT,BSE,기초 소재,컨테이너와 포장
Tamil Nadu Newsprint & Papers,TNNP,NSE,기초 소재,종이와 종이 제품
Tamil Nadu Newsprint & Papers,TNNP,BSE,기초 소재,종이와 종이 제품
Jai Corp,JAIC,BSE,기초 소재,컨테이너와 포장
Jai Corp,JAIC,NSE,기초 소재,컨테이너와 포장
Ramkrishna Forgings Ltd,RKFO,BSE,기초 소재,다종 조립 제품
Ramkrishna Forgings Ltd,RKFO,NSE,기초 소재,다종 조립 제품
Maithan Alloys Ltd,MAIT,NSE,기초 소재,철과 철강
Maithan Alloys Ltd,MAIT,BSE,기초 소재,철과 철강
JK Paper Ltd,JKPA,BSE,기초 소재,종이와 종이 제품
JK Paper Ltd,JKPA,NSE,기초 소재,종이와 종이 제품
Nilkamal,NKML,BSE,기초 소재,컨테이너와 포장
Nilkamal,NKML,NSE,기초 소재,컨테이너와 포장
Skipper Ltd,SKIP,BSE,기초 소재,다종 조립 제품
Skipper Ltd,SKIP,NSE,기초 소재,다종 조립 제품
Meghmani Organics Ltd,MEGH,BSE,기초 소재,화학제조
Meghmani Organics Ltd,MEGH,NSE,기초 소재,화학제조
Savita Oil Technologies Ltd,SAOL,BSE,기초 소재,화학제조
Savita Oil Technologies Ltd,SAOL,NSE,기초 소재,화학제조
Zuari Agro Chemicals Ltd,ZUAR,BSE,기초 소재,화학제조
Zuari Agro Chemicals Ltd,ZUAR,NSE,기초 소재,화학제조
I G Petrochemicals Ltd,IGPT,NSE,기초 소재,화학제조
I G Petrochemicals Ltd,IGPT,BSE,기초 소재,화학제조
Tinplate Company,TINP,NSE,기초 소재,철과 철강
Tinplate Company,TINP,BSE,기초 소재,철과 철강
Tata Metaliks,TMET,BSE,기초 소재,철과 철강
Tata Metaliks,TMET,NSE,기초 소재,철과 철강
Bharat Rasayan Ltd,BRSN,NSE,기초 소재,화학제조
Bharat Rasayan Ltd,BRSN,BSE,기초 소재,화학제조
Mahin Ugine,MHUG,NSE,기초 소재,철과 철강
Bengal Assam Company Ltd,BAAC,BSE,기초 소재,화학 제품 – 플라스틱과 고무
Balaji Amines Ltd,BAMN,BSE,기초 소재,화학제조
Balaji Amines Ltd,BAMN,NSE,기초 소재,화학제조
Thirumalai Chemicals Ltd,THRM,NSE,기초 소재,화학제조
Thirumalai Chemicals Ltd,THRM,BSE,기초 소재,화학제조
Surya Roshni,SURR,NSE,기초 소재,철과 철강
Surya Roshni,SURR,BSE,기초 소재,철과 철강
ELANTAS Beck India,BECK,BSE,기초 소재,화학제조
Ballarpur Industries,BILT,BSE,기초 소재,종이와 종이 제품
Ballarpur Industries,BILT,NSE,기초 소재,종이와 종이 제품
West Coast Paper Mills,WSTC,NSE,기초 소재,종이와 종이 제품
West Coast Paper Mills,WSTC,BSE,기초 소재,종이와 종이 제품
Sarda Energy Minerals Ltd,SAEM,NSE,기초 소재,철과 철강
Sarda Energy Minerals Ltd,SAEM,BSE,기초 소재,철과 철강
Godawari Power Ispat Ltd,GDPI,BSE,기초 소재,금속 광업
Godawari Power Ispat Ltd,GDPI,NSE,기초 소재,금속 광업
Banco Products India,BNCO,BSE,기초 소재,조립식 플라스틱과 고무
Banco Products India,BNCO,NSE,기초 소재,조립식 플라스틱과 고무
INEOS Styrolution,INEO,BSE,기초 소재,화학제조
INEOS Styrolution,INEO,NSE,기초 소재,화학제조
Polyplex Corporation Ltd,PLYP,NSE,기초 소재,조립식 플라스틱과 고무
Polyplex Corporation Ltd,PLYP,BSE,기초 소재,조립식 플라스틱과 고무
Srikalahasthi Pipes Ltd,SRIK,BSE,기초 소재,철과 철강
Srikalahasthi Pipes Ltd,SRIK,NSE,기초 소재,철과 철강
NRB Bearings Ltd,NBEA,BSE,기초 소재,다종 조립 제품
NRB Bearings Ltd,NBEA,NSE,기초 소재,다종 조립 제품
Hawkins Cookers Ltd-BO,HWKN,BSE,기초 소재,다종 조립 제품
